seasonType,year,seasonName,seasonSlug,leagueId,midsizeName,leagueName,leagueShortName
12867,2024,"2024-25 AFC Champions League Elite, Round of 16",round-of-16,3902,AFC.CHAMPIONS,AFC Champions League Elite,AFC Champions League Elite
12868,2024,"2024-25 AFC Champions League Elite, League Stage",league-stage,3902,AFC.CHAMPIONS,AFC Champions League Elite,AFC Champions League Elite
12874,2024,"2024-25 AFC Champions League Two, Group Stage",group-stage,5661,AFC.CUP,AFC Champions League Two,AFC Champions League Two
12872,2024,"2024-25 AFC Champions League Two, Quarterfinals",quarterfinals,5661,AFC.CUP,AFC Champions League Two,AFC Champions League Two
12873,2024,"2024-25 AFC Champions League Two, Round of 16",round-of-16,5661,AFC.CUP,AFC Champions League Two,AFC Champions League Two
12746,2024,"2027 AFC Asian Cup Qualifiers, Playoff Round",playoff-round,5662,AFC.CUPQ,AFC Asian Cup Qualifiers,Asian Cup Qualifiers
12745,2024,"2027 AFC Asian Cup Qualifiers, Group Stage",group-stage,5662,AFC.CUPQ,AFC Asian Cup Qualifiers,Asian Cup Qualifiers
12572,2024,"2024 ASEAN Championship, Group Stage",group-stage,5672,AFF.CHAMPIONSHIP,ASEAN Championship,ASEAN Champ
12571,2024,"2024 ASEAN Championship, Semifinals",semifinals,5672,AFF.CHAMPIONSHIP,ASEAN Championship,ASEAN Champ
12570,2024,"2024 ASEAN Championship, Finals",finals,5672,AFF.CHAMPIONSHIP,ASEAN Championship,ASEAN Champ
12370,2024,2024 Argentine Liga Profesional,2024-argentine-liga-profesional,745,ARG.1,Argentine Liga Profesional de Fútbol,Argentine LPF
12390,2024,"2024 Argentine Nacional B, Torneo Reducido - Final",torneo-reducido---final,3903,ARG.2,Argentine Nacional B,Argentine Nacional B
12389,2024,"2024 Argentine Nacional B, Relegation Playoff Tiebreaker",relegation-playoff-tiebreaker,3903,ARG.2,Argentine Nacional B,Argentine Nacional B
12388,2024,"2024 Argentine Nacional B, Relegation Playoff",relegation-playoff,3903,ARG.2,Argentine Nacional B,Argentine Nacional B
12394,2024,"2024 Argentine Nacional B, Regular Season",regular-season,3903,ARG.2,Argentine Nacional B,Argentine Nacional B
12393,2024,"2024 Argentine Nacional B, Torneo Reducido - First Round",torneo-reducido---first-round,3903,ARG.2,Argentine Nacional B,Argentine Nacional B
12387,2024,"2024 Argentine Nacional B, 2024 Argentine Nacional B - Championship Final",2024-argentine-nacional-b---championship-final,3903,ARG.2,Argentine Nacional B,Argentine Nacional B
12392,2024,"2024 Argentine Nacional B, Torneo Reducido - Quarterfinals",torneo-reducido---quarterfinals,3903,ARG.2,Argentine Nacional B,Argentine Nacional B
12391,2024,"2024 Argentine Nacional B, Torneo Reducido - Semifinals",torneo-reducido---semifinals,3903,ARG.2,Argentine Nacional B,Argentine Nacional B
12374,2024,"2024 Primera División B de Argentina, Second Promotion Final",second-promotion-final,3904,ARG.3,Argentine Primera B,Argentine Primera B
12375,2024,"2024 Primera División B de Argentina, Super Final",super-final,3904,ARG.3,Argentine Primera B,Argentine Primera B
12376,2024,"2024 Primera División B de Argentina, Promotion Playoffs - Finals",promotion-playoffs---finals,3904,ARG.3,Argentine Primera B,Argentine Primera B
12377,2024,"2024 Primera División B de Argentina, Promotion Playoffs - Semifinals",promotion-playoffs---semifinals,3904,ARG.3,Argentine Primera B,Argentine Primera B
12380,2024,"2024 Primera División B de Argentina, Apertura",apertura,3904,ARG.3,Argentine Primera B,Argentine Primera B
12379,2024,"2024 Primera División B de Argentina, Clausura",clausura,3904,ARG.3,Argentine Primera B,Argentine Primera B
12378,2024,"2024 Primera División B de Argentina, Promotion Playoffs - First Round",promotion-playoffs---first-round,3904,ARG.3,Argentine Primera B,Argentine Primera B
12386,2024,"2024 Primera División C de Argentina, Apertura",apertura,4003,ARG.4,Argentine Primera C,Argentine Primera C
12384,2024,"2024 Primera División C de Argentina, Championship Finals",championship-finals,4003,ARG.4,Argentine Primera C,Argentine Primera C
12385,2024,"2024 Primera División C de Argentina, Clausura",clausura,4003,ARG.4,Argentine Primera C,Argentine Primera C
12339,2024,"2024 Copa Argentina, Round of 64",round-of-64,8107,ARG.COPA,Copa Argentina,Copa Argentina
12337,2024,"2024 Copa Argentina, Round of 16",round-of-16,8107,ARG.COPA,Copa Argentina,Copa Argentina
12336,2024,"2024 Copa Argentina, Quarterfinals",quarterfinals,8107,ARG.COPA,Copa Argentina,Copa Argentina
12335,2024,"2024 Copa Argentina, Semifinals",semifinals,8107,ARG.COPA,Copa Argentina,Copa Argentina
12334,2024,"2024 Copa Argentina, Final",final,8107,ARG.COPA,Copa Argentina,Copa Argentina
12338,2024,"2024 Copa Argentina, Round of 32",round-of-32,8107,ARG.COPA,Copa Argentina,Copa Argentina
13182,2024,"2024 Argentine Supercopa, 2024 Argentine Supercopa Internacional",2024-argentine-supercopa-internacional,8346,ARG.SUPERCOPA,Argentine Supercopa,Argentine Supercopa
13183,2024,"2024 Argentine Supercopa, 2024 Argentine Supercopa",2024-argentine-supercopa,8346,ARG.SUPERCOPA,Argentine Supercopa,Argentine Supercopa
13000,2024,2024 Argentine Trofeo de Campeones - Final,2024-argentine-trofeo-de-campeones---final,19705,ARG.TROFEO_DE_LA_CAMPEONES,Argentine Trofeo de Campeones,Trofeo de Campeones de la Superliga
12848,2024,2024 Australian A-League Men,,3906,AUS.1,Australian A-League Men,A-League Men
12849,2024,2024 Australian A-League Men,,3906,AUS.1,Australian A-League Men,A-League Men
12850,2024,2024 Australian A-League Men,,3906,AUS.1,Australian A-League Men,A-League Men
12851,2024,"2024-25 Australian A-League Men, Regular Season",regular-season,3906,AUS.1,Australian A-League Men,A-League Men
12915,2024,"2024-25 Australian A-League Women, Regular Season",regular-season,18992,AUS.W.1,Australian A-League Women,A-League Women
12743,2024,"2024-25 Austrian Bundesliga, Regular Season",regular-season,3907,AUT.1,Austrian Bundesliga,Austrian Bundesliga
12643,2024,"2024-25 Belgian Pro League, Regular Season",regular-season,3901,BEL.1,Belgian Pro League,Belgian Pro League
12407,2024,"2024 Liga Profesional Boliviana, Apertura",apertura,620,BOL.1,Bolivian Liga Profesional,Bolivian Liga Profesional
12403,2024,"2024 Liga Profesional Boliviana, Clausura",clausura,620,BOL.1,Bolivian Liga Profesional,Bolivian Liga Profesional
12406,2024,"2024 Liga Profesional Boliviana, Apertura - Quarterfinals",apertura---quarterfinals,620,BOL.1,Bolivian Liga Profesional,Bolivian Liga Profesional
12405,2024,"2024 Liga Profesional Boliviana, Apertura- Semifinals",apertura--semifinals,620,BOL.1,Bolivian Liga Profesional,Bolivian Liga Profesional
12404,2024,"2024 Liga Profesional Boliviana, Apertura - Final",apertura---final,620,BOL.1,Bolivian Liga Profesional,Bolivian Liga Profesional
13087,2024,2024 Bolivian Liga Profesional Promotion/Relegation Playoffs,2024-bolivian-liga-profesional-promotionrelegation-playoffs,20525,BOL.PLY.REL,Bolivian Liga Profesional Promotion/Relegation Playoffs,Bolivian Liga Pro/Rel
12474,2024,2024 Brasileiro Serie A ,2024-brasileiro-serie-a,630,BRA.1,Brazilian Serie A,Brazil Serie A
12493,2024,2024 Brasileiro Serie B,2024-brasileiro-serie-b,4007,BRA.2,Brazilian Serie B,Brazil Serie B
12494,2024,"2024 Brasileiro C, Finals",finals,11088,BRA.3,Brazilian Serie C,Brasileiro C
12495,2024,"2024 Brasileiro C, Second Stage",second-stage,11088,BRA.3,Brazilian Serie C,Brasileiro C
12496,2024,"2024 Brasileiro C, First Stage",first-stage,11088,BRA.3,Brazilian Serie C,Brasileiro C
12225,2024,"2024 Campeonato Carioca, Carioca Championship - Final",carioca-championship---final,2265,BRA.CAMP.CARIOCA,Brazilian Campeonato Carioca,Brazil Carioca
12226,2024,"2024 Campeonato Carioca, Carioca Championship - Semifinals",carioca-championship---semifinals,2265,BRA.CAMP.CARIOCA,Brazilian Campeonato Carioca,Brazil Carioca
12227,2024,"2024 Campeonato Carioca, Taça Rio - Finals",taca-rio---finals,2265,BRA.CAMP.CARIOCA,Brazilian Campeonato Carioca,Brazil Carioca
12228,2024,"2024 Campeonato Carioca, Taça Rio - Semifinals",taca-rio---semifinals,2265,BRA.CAMP.CARIOCA,Brazilian Campeonato Carioca,Brazil Carioca
12229,2024,"2024 Campeonato Carioca, Taca Guanabara",taca-guanabara,2265,BRA.CAMP.CARIOCA,Brazilian Campeonato Carioca,Brazil Carioca
12233,2024,"2024 Campeonato Gaucho, First Round",first-round,2272,BRA.CAMP.GAUCHO,Brazilian Campeonato Gaucho,Brazil Gaucho
12470,2024,"2024 Campeonato Gaucho, Finals",finals,2272,BRA.CAMP.GAUCHO,Brazilian Campeonato Gaucho,Brazil Gaucho
12469,2024,"2024 Campeonato Gaucho, Semifinals",semifinals,2272,BRA.CAMP.GAUCHO,Brazilian Campeonato Gaucho,Brazil Gaucho
12468,2024,"2024 Campeonato Gaucho, Quarterfinals",quarterfinals,2272,BRA.CAMP.GAUCHO,Brazilian Campeonato Gaucho,Brazil Gaucho
12267,2024,"2024 Brazilian Campeonato Mineiro, Troféu Inconfidência - Semifinals",trofeu-inconfidencia---semifinals,10872,BRA.CAMP.MINEIRO,Brazilian Campeonato Mineiro,Brazil Mineiro
12264,2024,"2024 Brazilian Campeonato Mineiro, Relegation Group",relegation-group,10872,BRA.CAMP.MINEIRO,Brazilian Campeonato Mineiro,Brazil Mineiro
12269,2024,"2024 Brazilian Campeonato Mineiro, Playoffs - Semifinals",playoffs---semifinals,10872,BRA.CAMP.MINEIRO,Brazilian Campeonato Mineiro,Brazil Mineiro
12270,2024,"2024 Brazilian Campeonato Mineiro, Regular Season",regular-season,10872,BRA.CAMP.MINEIRO,Brazilian Campeonato Mineiro,Brazil Mineiro
12268,2024,"2024 Brazilian Campeonato Mineiro, Playoffs - Finals",playoffs---finals,10872,BRA.CAMP.MINEIRO,Brazilian Campeonato Mineiro,Brazil Mineiro
12266,2024,"2024 Brazilian Campeonato Mineiro, Troféu Inconfidência - Finals",trofeu-inconfidencia---finals,10872,BRA.CAMP.MINEIRO,Brazilian Campeonato Mineiro,Brazil Mineiro
12251,2024,"2024 Campeonato Paulista, Semifinals",semifinals,8207,BRA.CAMP.PAULISTA,Brazilian Campeonato Paulista,Brazil Paulista
12250,2024,"2024 Campeonato Paulista, Finals",finals,8207,BRA.CAMP.PAULISTA,Brazilian Campeonato Paulista,Brazil Paulista
12252,2024,"2024 Campeonato Paulista, Quarterfinals",quarterfinals,8207,BRA.CAMP.PAULISTA,Brazilian Campeonato Paulista,Brazil Paulista
12253,2024,"2024 Campeonato Paulista, Temporada Regular",temporada-regular,8207,BRA.CAMP.PAULISTA,Brazilian Campeonato Paulista,Brazil Paulista
12445,2024,"2024 Copa Do Brasil, Second Round",second-round,8306,BRA.COPA_DO_BRAZIL,Copa do Brasil,Copa Do Brazil
12444,2024,"2024 Copa do Brasil, Third Round",third-round,8306,BRA.COPA_DO_BRAZIL,Copa do Brasil,Copa Do Brazil
12443,2024,"2024 Copa do Brasil, Round of 16",round-of-16,8306,BRA.COPA_DO_BRAZIL,Copa do Brasil,Copa Do Brazil
12442,2024,"2024 Copa do Brasil, Quarterfinals",quarterfinals,8306,BRA.COPA_DO_BRAZIL,Copa do Brasil,Copa Do Brazil
12441,2024,"2024 Copa do Brasil, Semifinals",semifinals,8306,BRA.COPA_DO_BRAZIL,Copa do Brasil,Copa Do Brazil
12440,2024,"2024 Copa do Brasil, Finals",finals,8306,BRA.COPA_DO_BRAZIL,Copa do Brasil,Copa Do Brazil
12446,2024,"2024 Copa do Brasil, First Round",first-round,8306,BRA.COPA_DO_BRAZIL,Copa do Brasil,Copa Do Brazil
12432,2024,"2024 Copa do Nordeste, Finals",finals,10951,BRA.COPA_DO_NORDESTE,Copa do Nordeste,Copa do Nordeste
12433,2024,"2024 Copa do Nordeste, Semifinals",semifinals,10951,BRA.COPA_DO_NORDESTE,Copa do Nordeste,Copa do Nordeste
12435,2024,"2024 Copa do Nordeste, Group Stage",group-stage,10951,BRA.COPA_DO_NORDESTE,Copa do Nordeste,Copa do Nordeste
12434,2024,"2024 Copa do Nordeste, Quarterfinals",quarterfinals,10951,BRA.COPA_DO_NORDESTE,Copa do Nordeste,Copa do Nordeste
12968,2024,"2024-25 CAF Champions League, Group Stage",group-stage,2391,CAF.CHAMPIONS,CAF Champions League,CAF Champions League
12967,2024,"2024-25 CAF Champions League, Quarterfinals",quarterfinals,2391,CAF.CHAMPIONS,CAF Champions League,CAF Champions League
12971,2024,"2024 African Nations Championship Qualifying, Second Round",second-round,20866,CAF.CHAMPIONSHIP_QUAL,African Nations Championship Qualifying,CHAN Qualifying
12972,2024,"2024 African Nations Championship Qualifying, First Round",first-round,20866,CAF.CHAMPIONSHIP_QUAL,African Nations Championship Qualifying,CHAN Qualifying
12963,2024,"2024-25 CAF Confederation Cup, Quarterfinals",quarterfinals,18000,CAF.CONFED,CAF Confederation Cup,CAF Confederation Cup
12964,2024,"2024-25 CAF Confederation Cup, Group Stage",group-stage,18000,CAF.CONFED,CAF Confederation Cup,CAF Confederation Cup
12696,2024,"2024 COSAFA Cup, Final",final,20220,CAF.COSAFA,COSAFA Cup,COSAFA Cup
12697,2024,"2024 COSAFA Cup, Third Place Match",third-place-match,20220,CAF.COSAFA,COSAFA Cup,COSAFA Cup
12698,2024,"2024 COSAFA Cup, Semifinals",semifinals,20220,CAF.COSAFA,COSAFA Cup,COSAFA Cup
12699,2024,"2024 COSAFA Cup, Group Stage",group-stage,20220,CAF.COSAFA,COSAFA Cup,COSAFA Cup
12504,2024,"2025 Africa Cup of Nations Qualifying, Group Stage",group-stage,8315,CAF.NATIONS_QUAL,Africa Cup of Nations Qualifying,AFCON Qualifying
12505,2024,"2025 Africa Cup of Nations Qualifying, Preliminary Round",preliminary-round,8315,CAF.NATIONS_QUAL,Africa Cup of Nations Qualifying,AFCON Qualifying
12845,2024,2024 Campeones Cup,2024-campeones-cup,18771,CAMPEONES.CUP,Campeones Cup,Campeones Cup
12411,2024,2024 Primera División de Chile,2024-primera-division-de-chile,640,CHI.1,Chilean Primera División,Chilean Primera
12518,2024,"2024 Copa Chile, National Stage Semifinals",national-stage-semifinals,8312,CHI.COPA_CHI,Copa Chile,Copa Chile
12519,2024,"2024 Copa Chile, Regional Stage Finals",regional-stage-finals,8312,CHI.COPA_CHI,Copa Chile,Copa Chile
12520,2024,"2024 Copa Chile, Regional Stage Semifinals",regional-stage-semifinals,8312,CHI.COPA_CHI,Copa Chile,Copa Chile
12521,2024,"2024 Copa Chile, Regional Stage Quarterfinals",regional-stage-quarterfinals,8312,CHI.COPA_CHI,Copa Chile,Copa Chile
12517,2024,"2024 Copa Chile, National Stage Final",national-stage-final,8312,CHI.COPA_CHI,Copa Chile,Copa Chile
12282,2024,2024 Club Friendly,2024-club-friendly,19834,CLUB.FRIENDLY,Club Friendly,Club Friendly
12352,2024,"2024 Liga BetPlay, Semifinals",semifinals,650,COL.1,Colombian Primera A,Colombian Primera A
12353,2024,"2024 Liga BetPlay, Apertura",apertura,650,COL.1,Colombian Primera A,Colombian Primera A
12351,2024,"2024 Liga BetPlay, Finals",finals,650,COL.1,Colombian Primera A,Colombian Primera A
12348,2024,"2024 Liga BetPlay, Playoffs - Finals",playoffs---finals,650,COL.1,Colombian Primera A,Colombian Primera A
12349,2024,"2024 Liga BetPlay, Playoffs - Semifinals",playoffs---semifinals,650,COL.1,Colombian Primera A,Colombian Primera A
12350,2024,"2024 Liga BetPlay, Clausura",clausura,650,COL.1,Colombian Primera A,Colombian Primera A
12355,2024,"2024 Colombia Segunda División, Torneo BetPlay - Grand Finals",torneo-betplay---grand-finals,3910,COL.2,Colombian Primera B,Colombian Primera B
12357,2024,"2024 Colombia Segunda División, Torneo BetPlay - Clausura Semifinals",torneo-betplay---clausura-semifinals,3910,COL.2,Colombian Primera B,Colombian Primera B
12358,2024,"2024 Colombia Segunda División, Torneo BetPlay - Clausura",torneo-betplay---clausura,3910,COL.2,Colombian Primera B,Colombian Primera B
12359,2024,"2024 Colombia Segunda División, Torneo BetPlay - Apertura Finals",torneo-betplay---apertura-finals,3910,COL.2,Colombian Primera B,Colombian Primera B
12360,2024,"2024 Colombia Segunda División, Torneo BetPlay - Apertura Semifinals",torneo-betplay---apertura-semifinals,3910,COL.2,Colombian Primera B,Colombian Primera B
12361,2024,"2024 Colombia Segunda División, Torneo BetPlay - Apertura",torneo-betplay---apertura,3910,COL.2,Colombian Primera B,Colombian Primera B
12356,2024,"2024 Colombia Segunda División, Torneo BetPlay - Finals",torneo-betplay---finals,3910,COL.2,Colombian Primera B,Colombian Primera B
12453,2024,"2024 Copa Colombia, First Round",first-round,8313,COL.COPA,Copa Colombia,Copa Colombia
12523,2024,"2024 Copa Chile, First Round",first-round,8313,COL.COPA,Copa Colombia,Copa Colombia
12450,2024,"2024 Copa Colombia, Round of 16",round-of-16,8313,COL.COPA,Copa Colombia,Copa Colombia
12451,2024,"2024 Copa Colombia, Third Round",third-round,8313,COL.COPA,Copa Colombia,Copa Colombia
12452,2024,"2024 Copa Colombia, Second Round",second-round,8313,COL.COPA,Copa Colombia,Copa Colombia
12448,2024,"2024 Copa Colombia, Semifinals",semifinals,8313,COL.COPA,Copa Colombia,Copa Colombia
12522,2024,"2024 Copa Chile, Regional Stage Round of 16",regional-stage-round-of-16,8313,COL.COPA,Copa Colombia,Copa Colombia
12449,2024,"2024 Copa Colombia, Quarterfinals",quarterfinals,8313,COL.COPA,Copa Colombia,Copa Colombia
12447,2024,"2024 Copa Colombia, Finals",finals,8313,COL.COPA,Copa Colombia,Copa Colombia
12959,2024,"2024 Concacaf Central American Cup, Final",final,22947,CONCACAF.CENTRAL.AMERICAN.CUP,Concacaf Central American Cup,Central American Cup
12956,2024,"2024 Concacaf Central American Cup, Group Stage",group-stage,22947,CONCACAF.CENTRAL.AMERICAN.CUP,Concacaf Central American Cup,Central American Cup
12960,2024,"2024 Concacaf Central American Cup, Semifinals",semifinals,22947,CONCACAF.CENTRAL.AMERICAN.CUP,Concacaf Central American Cup,Central American Cup
12958,2024,"2024 Concacaf Central American Cup, Play-In",play-in,22947,CONCACAF.CENTRAL.AMERICAN.CUP,Concacaf Central American Cup,Central American Cup
12957,2024,"2024 Concacaf Central American Cup, Quarterfinals",quarterfinals,22947,CONCACAF.CENTRAL.AMERICAN.CUP,Concacaf Central American Cup,Central American Cup
12281,2024,"2024 Concacaf Champions Cup, Round One",round-one,5699,CONCACAF.CHAMPIONS,Concacaf Champions Cup,Concacaf Champions Cup
12278,2024,"2024 Concacaf Champions Cup, Semifinals",semifinals,5699,CONCACAF.CHAMPIONS,Concacaf Champions Cup,Concacaf Champions Cup
12279,2024,"2024 Concacaf Champions Cup, Quarterfinals",quarterfinals,5699,CONCACAF.CHAMPIONS,Concacaf Champions Cup,Concacaf Champions Cup
12283,2024,"2024 Concacaf Champions Cup, Final",final,5699,CONCACAF.CHAMPIONS,Concacaf Champions Cup,Concacaf Champions Cup
12280,2024,"2024 Concacaf Champions Cup, Round of 16",round-of-16,5699,CONCACAF.CHAMPIONS,Concacaf Champions Cup,Concacaf Champions Cup
12500,2024,"2024 Leagues Cup, Quarterfinals",quarterfinals,19425,CONCACAF.LEAGUES.CUP,Leagues Cup,Leagues Cup
12501,2024,"2024 Leagues Cup, Round of 16",round-of-16,19425,CONCACAF.LEAGUES.CUP,Leagues Cup,Leagues Cup
12502,2024,"2024 Leagues Cup, Round of 32",round-of-32,19425,CONCACAF.LEAGUES.CUP,Leagues Cup,Leagues Cup
12503,2024,"2024 Leagues Cup, Group Stage",group-stage,19425,CONCACAF.LEAGUES.CUP,Leagues Cup,Leagues Cup
12498,2024,"2024 Leagues Cup, 3rd-Place",3rd-place,19425,CONCACAF.LEAGUES.CUP,Leagues Cup,Leagues Cup
12497,2024,"2024 Leagues Cup, Final",final,19425,CONCACAF.LEAGUES.CUP,Leagues Cup,Leagues Cup
12499,2024,"2024 Leagues Cup, Semifinals",semifinals,19425,CONCACAF.LEAGUES.CUP,Leagues Cup,Leagues Cup
12584,2024,"2024-25 Concacaf Nations League, Group Stage",group-stage,19267,CONCACAF.NATIONS.LEAGUE,Concacaf Nations League,Concacaf Nations League
12989,2024,"2024-25 Concacaf Nations League, Gold Cup Play-In",gold-cup-play-in,19267,CONCACAF.NATIONS.LEAGUE,Concacaf Nations League,Concacaf Nations League
12581,2024,"2024-25 Concacaf Nations League, 3rd-Place Match",3rd-place-match,19267,CONCACAF.NATIONS.LEAGUE,Concacaf Nations League,Concacaf Nations League
12583,2024,"2024-25 Concacaf Nations League, Quarterfinals",quarterfinals,19267,CONCACAF.NATIONS.LEAGUE,Concacaf Nations League,Concacaf Nations League
12582,2024,"2024-25 Concacaf Nations League, Semifinals",semifinals,19267,CONCACAF.NATIONS.LEAGUE,Concacaf Nations League,Concacaf Nations League
12580,2024,"2024-25 Concacaf Nations League, Final",final,19267,CONCACAF.NATIONS.LEAGUE,Concacaf Nations League,Concacaf Nations League
12936,2024,"2024-25 Concacaf W Champions Cup, Final",final,22946,CONCACAF.W.CHAMPIONS_CUP,Concacaf W Champions Cup,W Champions Cup
12932,2024,"2024-25 Concacaf W Champions Cup, Preliminary Round",preliminary-round,22946,CONCACAF.W.CHAMPIONS_CUP,Concacaf W Champions Cup,W Champions Cup
12933,2024,"2024-25 Concacaf W Champions Cup, Group Stage",group-stage,22946,CONCACAF.W.CHAMPIONS_CUP,Concacaf W Champions Cup,W Champions Cup
12934,2024,"2024-25 Concacaf W Champions Cup, Semifinals",semifinals,22946,CONCACAF.W.CHAMPIONS_CUP,Concacaf W Champions Cup,W Champions Cup
12935,2024,"2024-25 Concacaf W Champions Cup, 3rd-Place Match",3rd-place-match,22946,CONCACAF.W.CHAMPIONS_CUP,Concacaf W Champions Cup,W Champions Cup
12241,2024,"2024 Copa América, Final",final,780,CONMEBOL.AMERICA,Copa América,Copa América
12242,2024,"2024 Copa América, 3rd-Place",3rd-place,780,CONMEBOL.AMERICA,Copa América,Copa América
12245,2024,"2024 Copa América, Group Stage",group-stage,780,CONMEBOL.AMERICA,Copa América,Copa América
12244,2024,"2024 Copa América, Quarterfinals",quarterfinals,780,CONMEBOL.AMERICA,Copa América,Copa América
12243,2024,"2024 Copa América, Semifinals",semifinals,780,CONMEBOL.AMERICA,Copa América,Copa América
12309,2024,"2024 CONMEBOL Libertadores, Third Stage",third-stage,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12307,2024,"2024 CONMEBOL Libertadores, Round of 16",round-of-16,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12306,2024,"2024 CONMEBOL Libertadores, Quarterfinals",quarterfinals,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12305,2024,"2024 CONMEBOL Libertadores, Semifinals",semifinals,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12304,2024,"2024 CONMEBOL Libertadores, Final",final,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12308,2024,"2024 CONMEBOL Libertadores, Group Stage",group-stage,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12310,2024,"2024 CONMEBOL Libertadores, Second Stage",second-stage,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12311,2024,"2024 CONMEBOL Libertadores, First Stage",first-stage,783,CONMEBOL.LIBERTADORES,CONMEBOL Libertadores,CONMEBOL Libertadores
12240,2024,2024 Recopa Sudamericana,2024-recopa-sudamericana,8333,CONMEBOL.RECOPA,CONMEBOL Recopa,CONMEBOL Recopa
12303,2024,"2024 CONMEBOL Sudamericana, First Stage",first-stage,5454,CONMEBOL.SUDAMERICANA,CONMEBOL Sudamericana,CONMEBOL Sudamericana
12302,2024,"2024 CONMEBOL Sudamericana, Group Stage",group-stage,5454,CONMEBOL.SUDAMERICANA,CONMEBOL Sudamericana,CONMEBOL Sudamericana
12301,2024,"2024 CONMEBOL Sudamericana, Knockout Round Playoffs",knockout-round-playoffs,5454,CONMEBOL.SUDAMERICANA,CONMEBOL Sudamericana,CONMEBOL Sudamericana
12300,2024,"2024 CONMEBOL Sudamericana, Round of 16",round-of-16,5454,CONMEBOL.SUDAMERICANA,CONMEBOL Sudamericana,CONMEBOL Sudamericana
12299,2024,"2024 CONMEBOL Sudamericana, Quarterfinals",quarterfinals,5454,CONMEBOL.SUDAMERICANA,CONMEBOL Sudamericana,CONMEBOL Sudamericana
